,Accident Date/Time,Operator Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs,Time from Incident to Shutdown,Accident after Shutdown,Shutdown Period,Shutdown Period(Log Scaled)
233,9/5/2010 5:05 PM,EXXONMOBIL PIPELINE CO,OFFSHORE,SUBSEA,CRUDE OIL,None,28.617778,-92.068889,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,0.0,0.0,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
234,9/7/2010 2:11 PM,CENEX PIPELINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",46.71782754,-105.44129948,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.6,0.0,3.6,NO,NO,YES,200.0,300.0,0.0,500.0,0.0,9500.0,10500,660.0,0.0,3480.0,3.5417040232842885
235,9/7/2010 2:30 PM,ALYESKA PIPELINE SERVICE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,None,67.7987,-149.8164,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0.12,0.0,NO,NO,NA,700.0,8.0,0.0,3420.0,0.0,0.0,4128,0.0,0.0,0.0,0.0
236,9/8/2010 8:11 AM,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",37.04441,-97.01768,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,0.5,0.0,NO,NO,NA,2500.0,60.0,0.0,3000.0,660.0,0.0,6220,0.0,0.0,0.0,0.0
237,9/8/2010 10:30 AM,DIXIE PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),30.496161,-91.560667,INCORRECT OPERATION,OTHER INCORRECT OPERATION,382.0,0.0,382.0,NO,NO,NO,0.0,17328.0,0.0,0.0,0.0,0.0,17328,0.0,0.0,0.0,0.0
238,9/8/2010 4:22 PM,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NATURAL GASOLINE,38.37239,-97.80143,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.85,0.0,0.85,NO,NO,NO,0.0,60.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0
239,9/8/2010 4:22 PM,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NATURAL GASOLINE,38.3693,-97.83197,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.85,0.0,0.85,NO,NO,NO,0.0,60.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0
240,9/9/2010 10:30 AM,MOBIL CORP,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),29.97496932,-94.0572917,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.37,0.37,0.0,NO,NO,NA,0.0,43.0,0.0,5000.0,40000.0,2400.0,47443,0.0,0.0,0.0,0.0
241,9/9/2010 11:30 AM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,None,41.655265,-88.076523,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,7538.0,7538.0,0.0,NO,NO,YES,2810324.0,70000.0,12233787.0,12146232.0,16538963.0,3594260.0,47393566,3480.0,0.0,681720.0,5.833606672381393
242,9/11/2010 8:55 AM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,None,42.56794,-84.10547,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.24,0.24,0.0,NO,NO,NO,20000.0,0.0,0.0,2500.0,2500.0,0.0,25000,0.0,0.0,0.0,0.0
243,9/12/2010 11:15 AM,ENBRIDGE PIPELINES (OZARK) L.L.C.,ONSHORE,TANK,CRUDE OIL,None,37.80556,-96.915,CORROSION,EXTERNAL,0.24,0.24,0.0,NO,NO,NO,70000.0,0.0,0.0,0.0,10000.0,0.0,80000,0.0,0.0,0.0,0.0
244,9/12/2010 11:45 AM,"PLAINS MARKETING, L.P.",ONSHORE,TANK,CRUDE OIL,None,30.0016,-90.8521,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",161.0,161.0,0.0,NO,NO,NO,149622.0,14400.0,0.0,10900.0,3000.0,0.0,177922,0.0,0.0,0.0,0.0
245,9/13/2010 1:57 PM,EXPLORER PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",29.816369,-95.18092,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,189.0,189.0,0.0,NO,NO,YES,7000.0,8000.0,0.0,50000.0,259657.0,39500.0,364157,360.0,0.0,3960.0,3.597804842404293
246,9/16/2010 9:30 AM,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,None,32.71141,-99.81866,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.5,0.0,0.5,NO,NO,NO,16967.0,35.0,0.0,1863.0,0.0,0.0,18865,0.0,0.0,0.0,0.0
247,9/16/2010 1:20 PM,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PROPANE,42.02244,-91.00488,ALL OTHER CAUSES,MISCELLANEOUS,1.7,0.0,1.7,NO,NO,YES,65520.0,46036.0,4800.0,0.0,0.0,0.0,116356,1260.0,0.0,256740.0,5.4094952284373985
248,9/16/2010 3:20 PM,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",30.43779,-95.62383,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.83,0.83,0.0,NO,NO,NA,100.0,0.0,0.0,5000.0,35000.0,0.0,40100,0.0,0.0,0.0,0.0
249,9/16/2010 4:00 PM,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),39.38235,-87.86195,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.71,0.71,0.0,NO,NO,YES,0.0,0.0,0.0,540.0,400.0,0.0,940,6420.0,0.0,4380.0,3.6415732531781755
250,9/17/2010 1:45 PM,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ETHANE/PROPANE MIX,29.920836,-94.020288,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",87.0,0.0,87.0,NO,NO,YES,45000.0,5250.0,0.0,10000.0,0.0,0.0,60250,1500.0,0.0,89400.0,4.951342376648859
251,9/19/2010 7:40 AM,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),32.46539,-103.57639,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,200.0,0.0,200.0,NO,NO,YES,16000.0,10000.0,0.0,1400.0,0.0,0.0,27400,0.0,0.0,28200.0,4.450264508559852
252,9/22/2010 7:40 AM,WEST TEXAS GULF PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,None,30.1479,-94.4001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.0,0.0,2.0,NO,NO,YES,10431.0,142.0,0.0,7872.0,2639.0,0.0,21084,1200.0,0.0,18000.0,4.25529663190434
253,9/23/2010 12:40 PM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,None,47.32444,-93.76306,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.24,0.24,0.0,NO,NO,NO,100.0,0.0,0.0,5000.0,15000.0,15000.0,35100,0.0,0.0,0.0,0.0
254,9/24/2010 9:30 AM,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,None,32.7478,-98.9129,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,2.0,1.0,1.0,NO,NO,NO,0.0,37.0,0.0,100.0,100.0,0.0,237,0.0,0.0,0.0,0.0
255,9/27/2010 6:00 PM,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",29.98219,-94.06028,INCORRECT OPERATION,INCORRECT VALVE POSITION,1.0,0.83,0.17,NO,NO,YES,3413.0,0.0,0.0,1800.0,3700.0,0.0,8913,0.0,0.0,600.0,2.7788744720027396
256,9/28/2010 1:46 PM,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),29.98219,-94.06028,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0.24,0.24,0.0,NO,NO,YES,500.0,20.0,0.0,0.0,500.0,0.0,1020,540.0,0.0,300.0,2.4785664955938436
257,9/30/2010 8:30 AM,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,None,32.47831,-94.868,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.0,0.0,1.0,NO,NO,NO,2246.0,77.0,0.0,1659.0,0.0,0.0,3982,0.0,0.0,0.0,0.0
258,10/5/2010 11:35 AM,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PROPYLENE,30.11356,-92.254,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.0,0.0,1.0,NO,NO,YES,35000.0,150.0,0.0,0.0,0.0,0.0,35150,5100.0,0.0,174600.0,5.242046726730595
259,10/6/2010 1:20 PM,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,None,42.9015,-82.5101,CORROSION,EXTERNAL,1.0,1.0,0.0,NO,NO,NO,0.0,0.0,0.0,70000.0,5000.0,0.0,75000,0.0,0.0,0.0,0.0
260,10/8/2010 5:30 AM,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",30.0113,-94.057133,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,100.0,80.0,20.0,NO,NO,NO,0.0,2000.0,0.0,0.0,260519.0,0.0,262519,0.0,0.0,0.0,0.0
261,10/11/2010 7:45 AM,CENTURION PIPELINE L.P.,ONSHORE,TANK,CRUDE OIL,None,33.41305,-102.44337,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,10200.0,9950.0,250.0,NO,NO,NO,7000.0,3850.0,0.0,0.0,53280.0,0.0,64130,0.0,0.0,0.0,0.0
262,10/11/2010 2:15 PM,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),40.52243,-74.25384,INCORRECT OPERATION,INCORRECT VALVE POSITION,2.0,2.0,0.0,NO,NO,NO,1000.0,200.0,0.0,0.0,6000.0,0.0,7200,0.0,0.0,0.0,0.0
263,10/11/2010 4:10 PM,HARBOR PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",40.091758,-74.738542,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,0.0,0.0,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
264,10/21/2010 5:24 PM,KINDER MORGAN CO2 CO. LP,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),None,31.06576,-103.17361,ALL OTHER CAUSES,MISCELLANEOUS,299.0,0.0,299.0,NO,NO,NA,600.0,675.0,0.0,250.0,0.0,0.0,1525,0.0,0.0,0.0,0.0
265,10/23/2010 1:00 AM,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),32.6075,-98.1,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,6.2,0.0,6.2,NO,NO,NA,0.0,150.0,0.0,5000.0,0.0,24000.0,29150,0.0,0.0,0.0,0.0
266,10/26/2010 9:30 AM,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,None,34.37306,-97.51083,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.48,0.48,0.0,NO,NO,NO,0.0,50.0,0.0,0.0,5000.0,0.0,5050,0.0,0.0,0.0,0.0
267,10/27/2010 3:00 PM,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,None,29.19462,-96.98528,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,10.0,2.0,8.0,NO,NO,NO,7500.0,300.0,0.0,0.0,20000.0,0.0,27800,0.0,0.0,0.0,0.0
268,11/1/2010 9:40 AM,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",37.644112,-88.877277,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.83,0.83,0.0,NO,NO,NO,1500.0,90.0,0.0,400.0,0.0,0.0,1990,0.0,0.0,0.0,0.0
269,11/1/2010 2:55 PM,ONEOK NGL PIPELINE LP,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),33.54657,-96.36906,CORROSION,EXTERNAL,241.0,0.0,241.0,NO,NO,YES,244000.0,6358.0,0.0,0.0,0.0,0.0,250358,5400.0,0.0,407100.0,5.609702169178585
270,11/2/2010 2:20 AM,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",29.4745,-95.1642,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0.12,0.0,NO,NO,NA,0.0,0.0,0.0,4000.0,0.0,0.0,4000,0.0,0.0,0.0,0.0
271,11/2/2010 9:00 AM,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",29.975,-94.056,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.57,3.57,0.0,NO,NO,NA,10000.0,350.0,0.0,24650.0,0.0,0.0,35000,0.0,0.0,0.0,0.0
272,11/3/2010 11:00 AM,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",29.90801,-94.01201,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.36,3.36,0.0,NO,NO,NA,15670.0,330.0,0.0,5000.0,0.0,0.0,21000,0.0,0.0,0.0,0.0
273,11/4/2010 12:10 PM,"SFPP, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),34.058206,-117.763553,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.5,2.5,0.0,NO,NO,YES,550.0,292.0,0.0,31813.0,32309.0,0.0,64964,300.0,0.0,19680.0,4.294047161343715
274,11/4/2010 2:00 PM,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,None,31.8768505,-102.4564661,CORROSION,EXTERNAL,0.5,0.5,0.0,NO,NO,YES,5000.0,40.0,0.0,2500.0,1000.0,0.0,8540,4500.0,0.0,2700.0,3.431524584187451
275,11/5/2010 8:00 AM,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),34.94418,-97.47736,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.53,0.0,3.53,NO,NO,NO,10.0,149.0,0.0,0.0,0.0,0.0,159,0.0,0.0,0.0,0.0
276,11/6/2010 11:00 AM,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,None,33.31354,-97.86774,CORROSION,EXTERNAL,20.0,10.0,10.0,NO,NO,NO,25000.0,500.0,0.0,0.0,39600.0,0.0,65100,0.0,0.0,0.0,0.0
277,11/8/2010 2:45 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",41.7678,-87.82972,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,1.0,0.0,NO,NO,NO,0.0,100.0,0.0,160.0,1500.0,0.0,1760,0.0,0.0,0.0,0.0
278,11/8/2010 11:15 AM,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),29.85836,-94.97929,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.48,0.36,0.12,NO,NO,NO,49955.0,45.0,0.0,0.0,0.0,30000.0,80000,0.0,0.0,0.0,0.0
279,11/9/2010 7:19 AM,SEMGROUP LP,ONSHORE,UNDERGROUND,CRUDE OIL,None,37.89533,-97.88435,CORROSION,INTERNAL,95.0,90.0,5.0,NO,NO,YES,10000.0,450.0,26500.0,5000.0,50000.0,0.0,91950,180.0,0.0,6060.0,3.7825442840100103
280,11/9/2010 8:45 AM,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",33.7963,-118.2347,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,17.0,12.0,5.0,NO,NO,NO,0.0,530.0,0.0,3000.0,1000.0,4000.0,8530,0.0,0.0,0.0,0.0
281,11/10/2010 7:45 AM,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,None,34.24278,-97.49972,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2.0,0.0,2.0,NO,NO,NO,700.0,0.0,0.0,0.0,3000.0,0.0,3700,0.0,0.0,0.0,0.0
282,11/11/2010 9:15 AM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,None,46.93944,-92.93861,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.36,0.36,0.0,NO,NO,NO,1000.0,0.0,0.0,5000.0,25000.0,0.0,31000,0.0,0.0,0.0,0.0
283,11/11/2010 1:00 PM,BP WEST COAST PRODUCTS L.L.C.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",33.811699,-118.180656,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,120.0,41.0,79.0,NO,NO,NO,250000.0,15000.0,0.0,230000.0,270000.0,0.0,765000,0.0,0.0,0.0,0.0
284,11/12/2010 9:48 AM,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),44.77328,-93.35844,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",48.0,48.0,0.0,NO,NO,NA,33000.0,500.0,0.0,100000.0,260000.0,0.0,393500,0.0,0.0,0.0,0.0
285,11/12/2010 3:00 PM,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,None,36.41936,-97.84852,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.48,0.0,0.48,NO,NO,YES,5035.0,40.0,0.0,2293.0,0.0,0.0,7368,0.0,0.0,17220.0,4.236058366738554
286,11/15/2010 8:00 AM,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,None,34.24278,-97.49972,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,15.0,10.0,5.0,NO,NO,NO,1500.0,0.0,500.0,0.0,45000.0,0.0,47000,0.0,0.0,0.0,0.0
287,11/15/2010 8:35 AM,JAYHAWK PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,None,37.414383,-99.320819,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,2.0,0.0,NO,NO,YES,0.0,0.0,0.0,300.0,0.0,0.0,300,60.0,0.0,14940.0,4.174379665748987
288,11/15/2010 6:20 PM,"MAGELLAN AMMONIA PIPELINE, L.P.",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,42.5325,-95.1332,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.62,0.0,8.62,NO,NO,YES,25000.0,650.0,500.0,10000.0,31281.0,0.0,67431,0.0,0.0,160800.0,5.206288745240364
289,11/15/2010 6:51 PM,SUNOCO PIPELINE L.P.,ONSHORE,TRANSITION AREA,CRUDE OIL,None,31.1591,-94.6759,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,15.0,10.0,5.0,NO,NO,NO,8875.0,405.0,0.0,5589.0,4565.0,0.0,19434,0.0,0.0,0.0,0.0
290,11/16/2010 1:00 PM,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,None,28.9351,-95.3198,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.71,0.0,0.71,NO,NO,NA,500.0,0.0,0.0,0.0,0.0,28685.0,29185,0.0,0.0,0.0,0.0
292,11/16/2010 4:46 PM,"SHELL PIPELINE CO., L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,None,30.06066,-93.55077,CORROSION,EXTERNAL,1030.0,495.0,535.0,NO,NO,YES,375000.0,40000.0,25000.0,524000.0,25000.0,0.0,989000,0.0,0.0,577860.0,5.761823384799764
293,11/18/2010 8:00 AM,COLONIAL PIPELINE CO,ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),32.97722,-87.65444,CORROSION,EXTERNAL,0.24,0.24,0.0,NO,NO,NA,1000.0,50.0,0.0,12200.0,0.0,0.0,13250,0.0,0.0,0.0,0.0
294,11/20/2010 1:15 AM,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,None,30.5572,-95.5842,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",100.0,0.0,100.0,NO,NO,YES,82987.0,8500.0,0.0,212385.0,134188.0,0.0,438060,0.0,0.0,29925000.0,7.476034173591213
295,11/20/2010 8:30 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),40.58925,-74.21709,INCORRECT OPERATION,INCORRECT VALVE POSITION,4.0,2.0,2.0,NO,NO,YES,0.0,200.0,0.0,5500.0,6000.0,0.0,11700,1500.0,0.0,9300.0,3.9685296443748395
296,11/22/2010 9:00 AM,JAYHAWK PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,None,37.4175,-100.7953,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.35,0.19,0.16,NO,NO,NO,350.0,25.0,0.0,180.0,500.0,0.0,1055,0.0,0.0,0.0,0.0
297,11/22/2010 2:30 PM,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,None,29.1452,-95.68005,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,10.0,8.0,2.0,NO,NO,NA,11500.0,0.0,0.0,0.0,0.0,6500.0,18000,0.0,0.0,0.0,0.0
298,11/23/2010 6:00 AM,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,None,35.119174,-119.378251,CORROSION,INTERNAL,0.76,0.76,0.0,NO,NO,YES,5000.0,65.0,0.0,0.0,0.0,0.0,5065,0.0,0.0,2570400.0,6.410000881503311
299,11/23/2010 12:09 PM,KINDER MORGAN PIPELINES (USA) INC,ONSHORE,ABOVEGROUND,CRUDE OIL,None,46.2199,-109.437,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,90.0,90.0,0.0,NO,NO,YES,110000.0,7500.0,0.0,20000.0,50000.0,0.0,187500,0.0,0.0,114600.0,5.0591884072700015
